,Problem,Alg_name,Iteration,Evaluations,Objectives,n_variables,xl,xu,exec_time,approx_nadir,solutions_shape,pop_size,path,image_location
422,KUR1,NSGA2,500,50000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],4.779973268508911,[-2.88780336e+01  9.26332306e-03],100,100,/home/582/ow6835/MOOP/Result/KUR1/NSGA2_KUR1_5/KUR1_NSGA2_Iteration-500_Obj-2_Var-5.857767c4-2d6c-4948-b64f-4424bba06208,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA2_KUR1Var-5/KUR1_NSGA2_Iteration-500_Obj-2_Var-5_Pop_size100
423,KUR1,RNSGA2,100,4000,2,4,[-5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5.],0.8408176898956299,[-21.6833796 -13.4713612],40,40,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_4/KUR1_RNSGA2_Iteration-100_Obj-2_Var-4.1bc547af-1f72-422c-904d-2cd90ac21bbd,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-4/KUR1_RNSGA2_Iteration-100_Obj-2_Var-4_Pop_size40
424,KUR1,RNSGA2,100,10000,2,4,[-5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5.],1.7918577194213867,[-21.68426013  -7.40047208],100,100,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_4/KUR1_RNSGA2_Iteration-100_Obj-2_Var-4.14aee469-67b8-4cbc-9a46-57d26c10c32e,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-4/KUR1_RNSGA2_Iteration-100_Obj-2_Var-4_Pop_size100
425,KUR1,NSGA3,100,4000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],0.5950942039489746,[-29.28655408  -7.10366476],50,40,/home/582/ow6835/MOOP/Result/KUR1/NSGA3_KUR1_5/KUR1_NSGA3_Iteration-100_Obj-2_Var-5.36e58154-59b9-42a6-8a1c-80c19e065051,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA3_KUR1Var-5/KUR1_NSGA3_Iteration-100_Obj-2_Var-5_Pop_size40
426,KUR1,NSGA2,1000,100000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],11.168548583984377,[-2.88722973e+01  3.44083015e-03],100,100,/home/582/ow6835/MOOP/Result/KUR1/NSGA2_KUR1_5/KUR1_NSGA2_Iteration-1000_Obj-2_Var-5.9b9679d7-bcc4-4bc8-9a7e-393540ff744c,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA2_KUR1Var-5/KUR1_NSGA2_Iteration-1000_Obj-2_Var-5_Pop_size100
427,KUR1,RNSGA2,200,8000,2,4,[-5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5.],1.702408790588379,[-21.65721364 -12.02851044],40,40,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_4/KUR1_RNSGA2_Iteration-200_Obj-2_Var-4.6a1d0ab0-49d8-4369-a65b-4bd22f142b6c,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-4/KUR1_RNSGA2_Iteration-200_Obj-2_Var-4_Pop_size40
428,KUR1,RNSGA2,200,20000,2,4,[-5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5.],3.516231775283813,[-21.65370467  -7.88770279],100,100,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_4/KUR1_RNSGA2_Iteration-200_Obj-2_Var-4.5f8bc4fa-cb54-4a05-9756-2a0d57a5dca6,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-4/KUR1_RNSGA2_Iteration-200_Obj-2_Var-4_Pop_size100
429,KUR1,NSGA2,500,100000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],9.257189989089966,[-2.88806062e+01  5.09137868e-03],200,200,/home/582/ow6835/MOOP/Result/KUR1/NSGA2_KUR1_5/KUR1_NSGA2_Iteration-500_Obj-2_Var-5.70b561b9-6573-4be0-a468-7c6fc233c75e,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA2_KUR1Var-5/KUR1_NSGA2_Iteration-500_Obj-2_Var-5_Pop_size200
430,KUR1,NSGA3,100,10000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],1.3747377395629885,[-29.31586839  -3.83330049],119,100,/home/582/ow6835/MOOP/Result/KUR1/NSGA3_KUR1_5/KUR1_NSGA3_Iteration-100_Obj-2_Var-5.f72b560a-ab59-472e-b610-764993402523,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA3_KUR1Var-5/KUR1_NSGA3_Iteration-100_Obj-2_Var-5_Pop_size100
431,KUR1,NSGA2,100,4000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],0.4655289649963379,[-28.87089145   0.0764612 ],40,40,/home/582/ow6835/MOOP/Result/KUR1/NSGA2_KUR1_5/KUR1_NSGA2_Iteration-100_Obj-2_Var-5.6c356c47-ca5a-4b60-abe3-fa44c5759458,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA2_KUR1Var-5/KUR1_NSGA2_Iteration-100_Obj-2_Var-5_Pop_size40
432,KUR1,RNSGA2,100,20000,2,4,[-5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5.],3.93805742263794,[-21.66065426   0.48556098],200,200,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_4/KUR1_RNSGA2_Iteration-100_Obj-2_Var-4.2b944a10-dd9a-4fd5-91f6-a1ee34ec3edd,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-4/KUR1_RNSGA2_Iteration-100_Obj-2_Var-4_Pop_size200
433,KUR1,RNSGA2,500,20000,2,4,[-5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5.],4.0978100299835205,[-21.65323    -12.83580441],40,40,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_4/KUR1_RNSGA2_Iteration-500_Obj-2_Var-4.2733bb0c-d2c2-4f08-94cd-30b355eb04d6,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-4/KUR1_RNSGA2_Iteration-500_Obj-2_Var-4_Pop_size40
434,KUR1,RNSGA2,1000,40000,2,4,[-5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5.],8.374942541122437,[-21.6531927  -11.72767402],40,40,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_4/KUR1_RNSGA2_Iteration-1000_Obj-2_Var-4.196be7e1-c024-4cfe-94a7-a2c2719e34e0,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-4/KUR1_RNSGA2_Iteration-1000_Obj-2_Var-4_Pop_size40
435,KUR1,RNSGA2,200,40000,2,4,[-5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5.],8.078003644943237,[-21.65530083   0.19134377],200,200,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_4/KUR1_RNSGA2_Iteration-200_Obj-2_Var-4.f78dfee8-b44f-4f19-9b51-2189b87e3a88,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-4/KUR1_RNSGA2_Iteration-200_Obj-2_Var-4_Pop_size200
436,KUR1,RNSGA2,500,50000,2,4,[-5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5.],8.91971755027771,[-21.65327534 -10.99754696],100,100,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_4/KUR1_RNSGA2_Iteration-500_Obj-2_Var-4.676166e6-e114-475d-884c-65a0f88f87c5,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-4/KUR1_RNSGA2_Iteration-500_Obj-2_Var-4_Pop_size100
437,KUR1,NSGA2,1000,200000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],21.222705841064453,[-2.88844730e+01  2.66969698e-03],200,200,/home/582/ow6835/MOOP/Result/KUR1/NSGA2_KUR1_5/KUR1_NSGA2_Iteration-1000_Obj-2_Var-5.7cb978b7-d77f-4892-b01a-3e546b3b65df,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA2_KUR1Var-5/KUR1_NSGA2_Iteration-1000_Obj-2_Var-5_Pop_size200
438,KUR1,AGNOMEN,1000,100000,2,4,[-5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5.],24.965583324432373,[-2.16537120e+01  5.88491476e-04],100,200,/home/582/ow6835/MOOP/Result/KUR1/AGNOMEN_KUR1_4/KUR1_AGNOMEN_Iteration-1000_Obj-2_Var-4.cb05b7f6-c808-448a-9a72-917a31e794c1,/home/582/ow6835/MOOP/Result/Images/KUR1/AGNOMEN_KUR1Var-4/KUR1_AGNOMEN_Iteration-1000_Obj-2_Var-4_Pop_size200
439,KUR1,AGNOMEN,1000,100000,2,4,[-5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5.],26.14479684829712,[-2.16537120e+01  5.88491476e-04],100,100,/home/582/ow6835/MOOP/Result/KUR1/AGNOMEN_KUR1_4/KUR1_AGNOMEN_Iteration-1000_Obj-2_Var-4.13548df8-7ec2-4ddc-a6a4-6de5bc936f85,/home/582/ow6835/MOOP/Result/Images/KUR1/AGNOMEN_KUR1Var-4/KUR1_AGNOMEN_Iteration-1000_Obj-2_Var-4_Pop_size100
440,KUR1,RNSGA2,500,100000,2,4,[-5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5.],19.936502695083615,[-21.65332707   0.10880105],200,200,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_4/KUR1_RNSGA2_Iteration-500_Obj-2_Var-4.4431b857-a61f-4c12-bc5e-40d512d37686,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-4/KUR1_RNSGA2_Iteration-500_Obj-2_Var-4_Pop_size200
441,KUR1,AGNOMEN,100,10000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],2.2485854625701904,[-28.84847323   0.10131251],100,40,/home/582/ow6835/MOOP/Result/KUR1/AGNOMEN_KUR1_5/KUR1_AGNOMEN_Iteration-100_Obj-2_Var-5.5295fa18-b8a0-4a7e-90e5-6812fed75216,/home/582/ow6835/MOOP/Result/Images/KUR1/AGNOMEN_KUR1Var-5/KUR1_AGNOMEN_Iteration-100_Obj-2_Var-5_Pop_size40
442,KUR1,AGNOMEN,100,10000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],2.2486681938171387,[-28.84847323   0.10131251],100,200,/home/582/ow6835/MOOP/Result/KUR1/AGNOMEN_KUR1_5/KUR1_AGNOMEN_Iteration-100_Obj-2_Var-5.a2631226-1a4d-4e40-9493-ad338775c334,/home/582/ow6835/MOOP/Result/Images/KUR1/AGNOMEN_KUR1Var-5/KUR1_AGNOMEN_Iteration-100_Obj-2_Var-5_Pop_size200
443,KUR1,AGNOMEN,100,10000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],2.114877939224243,[-28.84847323   0.10131251],100,100,/home/582/ow6835/MOOP/Result/KUR1/AGNOMEN_KUR1_5/KUR1_AGNOMEN_Iteration-100_Obj-2_Var-5.41e2507f-c91e-48de-ab23-253a6e0b3927,/home/582/ow6835/MOOP/Result/Images/KUR1/AGNOMEN_KUR1Var-5/KUR1_AGNOMEN_Iteration-100_Obj-2_Var-5_Pop_size100
444,KUR1,AGNOMEN,200,20000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],4.687957763671875,[-2.88892406e+01  2.00151011e-02],100,40,/home/582/ow6835/MOOP/Result/KUR1/AGNOMEN_KUR1_5/KUR1_AGNOMEN_Iteration-200_Obj-2_Var-5.2737e396-5d90-463c-911d-3d387d6d6fa9,/home/582/ow6835/MOOP/Result/Images/KUR1/AGNOMEN_KUR1Var-5/KUR1_AGNOMEN_Iteration-200_Obj-2_Var-5_Pop_size40
445,KUR1,AGNOMEN,200,20000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],4.532005071640015,[-2.88892406e+01  2.00151011e-02],100,100,/home/582/ow6835/MOOP/Result/KUR1/AGNOMEN_KUR1_5/KUR1_AGNOMEN_Iteration-200_Obj-2_Var-5.70172d02-db4c-4858-975d-916843ebdfac,/home/582/ow6835/MOOP/Result/Images/KUR1/AGNOMEN_KUR1Var-5/KUR1_AGNOMEN_Iteration-200_Obj-2_Var-5_Pop_size100
446,KUR1,AGNOMEN,200,20000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],4.597411632537842,[-2.88892406e+01  2.00151011e-02],100,200,/home/582/ow6835/MOOP/Result/KUR1/AGNOMEN_KUR1_5/KUR1_AGNOMEN_Iteration-200_Obj-2_Var-5.a5ede830-18c7-414c-94bf-5b7338e1a254,/home/582/ow6835/MOOP/Result/Images/KUR1/AGNOMEN_KUR1Var-5/KUR1_AGNOMEN_Iteration-200_Obj-2_Var-5_Pop_size200
447,KUR1,NSGA3,100,20000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],2.067456007003784,[-29.10446672   0.1525235 ],209,200,/home/582/ow6835/MOOP/Result/KUR1/NSGA3_KUR1_5/KUR1_NSGA3_Iteration-100_Obj-2_Var-5.4d2737c5-cba7-4908-8f24-1c4d8c8a1047,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA3_KUR1Var-5/KUR1_NSGA3_Iteration-100_Obj-2_Var-5_Pop_size200
448,KUR1,NSGA3,500,20000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],2.7593953609466557,[-29.20615388  -4.04405126],44,40,/home/582/ow6835/MOOP/Result/KUR1/NSGA3_KUR1_5/KUR1_NSGA3_Iteration-500_Obj-2_Var-5.57986737-a463-42be-8617-d8e823bad70d,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA3_KUR1Var-5/KUR1_NSGA3_Iteration-500_Obj-2_Var-5_Pop_size40
449,KUR1,NSGA3,200,8000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],1.1381194591522217,[-25.76476619  -9.386453  ],47,40,/home/582/ow6835/MOOP/Result/KUR1/NSGA3_KUR1_5/KUR1_NSGA3_Iteration-200_Obj-2_Var-5.2e9fe710-f3fd-4c81-9d06-19f6b3b43540,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA3_KUR1Var-5/KUR1_NSGA3_Iteration-200_Obj-2_Var-5_Pop_size40
450,KUR1,AGNOMEN,500,50000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],12.87031316757202,[-2.88686950e+01  2.80085006e-03],100,40,/home/582/ow6835/MOOP/Result/KUR1/AGNOMEN_KUR1_5/KUR1_AGNOMEN_Iteration-500_Obj-2_Var-5.5f17232b-0e39-4dc4-9ec8-2b8c1b44593c,/home/582/ow6835/MOOP/Result/Images/KUR1/AGNOMEN_KUR1Var-5/KUR1_AGNOMEN_Iteration-500_Obj-2_Var-5_Pop_size40
451,KUR1,NSGA3,200,20000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],2.283608913421631,[-29.24248685  -3.47749166],112,100,/home/582/ow6835/MOOP/Result/KUR1/NSGA3_KUR1_5/KUR1_NSGA3_Iteration-200_Obj-2_Var-5.6e20c80d-e071-4be1-a1b2-87c542b61a17,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA3_KUR1Var-5/KUR1_NSGA3_Iteration-200_Obj-2_Var-5_Pop_size100
452,KUR1,AGNOMEN,500,50000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],12.960925817489624,[-2.88686950e+01  2.80085006e-03],100,100,/home/582/ow6835/MOOP/Result/KUR1/AGNOMEN_KUR1_5/KUR1_AGNOMEN_Iteration-500_Obj-2_Var-5.24725037-4187-49d6-83d9-faa9074a90d8,/home/582/ow6835/MOOP/Result/Images/KUR1/AGNOMEN_KUR1Var-5/KUR1_AGNOMEN_Iteration-500_Obj-2_Var-5_Pop_size100
453,KUR1,AGNOMEN,500,50000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],12.939635992050173,[-2.88686950e+01  2.80085006e-03],100,200,/home/582/ow6835/MOOP/Result/KUR1/AGNOMEN_KUR1_5/KUR1_AGNOMEN_Iteration-500_Obj-2_Var-5.96876db5-def0-435b-88bc-a98b24c3825c,/home/582/ow6835/MOOP/Result/Images/KUR1/AGNOMEN_KUR1Var-5/KUR1_AGNOMEN_Iteration-500_Obj-2_Var-5_Pop_size200
454,KUR1,NSGA3,500,50000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],6.013024091720581,[-29.08912915  -3.63939446],110,100,/home/582/ow6835/MOOP/Result/KUR1/NSGA3_KUR1_5/KUR1_NSGA3_Iteration-500_Obj-2_Var-5.443de450-f922-4f97-9946-2792a4692883,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA3_KUR1Var-5/KUR1_NSGA3_Iteration-500_Obj-2_Var-5_Pop_size100
455,KUR1,NSGA3,200,40000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],4.451844692230225,[-29.04236934   0.25324332],209,200,/home/582/ow6835/MOOP/Result/KUR1/NSGA3_KUR1_5/KUR1_NSGA3_Iteration-200_Obj-2_Var-5.772ec084-f138-4301-b9dc-60b217f1f62a,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA3_KUR1Var-5/KUR1_NSGA3_Iteration-200_Obj-2_Var-5_Pop_size200
456,KUR1,NSGA3,1000,40000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],5.515302658081055,[-29.58161347  -5.89380042],47,40,/home/582/ow6835/MOOP/Result/KUR1/NSGA3_KUR1_5/KUR1_NSGA3_Iteration-1000_Obj-2_Var-5.054228f5-f95b-4cce-bdc2-8fba8dccc1d6,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA3_KUR1Var-5/KUR1_NSGA3_Iteration-1000_Obj-2_Var-5_Pop_size40
457,SK2_TYPO,RNSGA2,1000,200000,2,4,[-10. -10. -10. -10.],[10. 10. 10. 10.],43.31706619262695,[1.27164387 0.43199985],200,200,/home/582/ow6835/MOOP/Result/SK2_TYPO/RNSGA2_SK2_TYPO_4/SK2_TYPO_RNSGA2_Iteration-1000_Obj-2_Var-4.bc0e9554-bf40-47f3-b490-b754975a49aa,/home/582/ow6835/MOOP/Result/Images/SK2_TYPO/RNSGA2_SK2_TYPOVar-4/SK2_TYPO_RNSGA2_Iteration-1000_Obj-2_Var-4_Pop_size200
458,KUR1,NSGA3,500,100000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],10.678656578063965,[-28.96347503   0.62365157],212,200,/home/582/ow6835/MOOP/Result/KUR1/NSGA3_KUR1_5/KUR1_NSGA3_Iteration-500_Obj-2_Var-5.206b69aa-a36b-45e2-90f0-3c218590febd,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA3_KUR1Var-5/KUR1_NSGA3_Iteration-500_Obj-2_Var-5_Pop_size200
459,KUR1,NSGA3,1000,100000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],11.551846504211426,[-29.40932368  -4.10034989],105,100,/home/582/ow6835/MOOP/Result/KUR1/NSGA3_KUR1_5/KUR1_NSGA3_Iteration-1000_Obj-2_Var-5.9d01b26f-659c-4c1d-b22d-573912bc70d5,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA3_KUR1Var-5/KUR1_NSGA3_Iteration-1000_Obj-2_Var-5_Pop_size100
460,KUR1,RNSGA2,1000,200000,2,4,[-5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5.],39.43472838401794,[-21.65319496   0.0936871 ],200,200,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_4/KUR1_RNSGA2_Iteration-1000_Obj-2_Var-4.f280866b-b3e2-4e85-895f-7b95a34c56a8,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-4/KUR1_RNSGA2_Iteration-1000_Obj-2_Var-4_Pop_size200
461,KUR1,AGNOMEN,1000,100000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],25.05552101135254,[-2.88661533e+01  1.98583753e-03],100,200,/home/582/ow6835/MOOP/Result/KUR1/AGNOMEN_KUR1_5/KUR1_AGNOMEN_Iteration-1000_Obj-2_Var-5.6a59630d-57af-4bb3-9456-6d99e97141dc,/home/582/ow6835/MOOP/Result/Images/KUR1/AGNOMEN_KUR1Var-5/KUR1_AGNOMEN_Iteration-1000_Obj-2_Var-5_Pop_size200
462,KUR1,AGNOMEN,1000,100000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],26.94024991989136,[-2.88661533e+01  1.98583753e-03],100,40,/home/582/ow6835/MOOP/Result/KUR1/AGNOMEN_KUR1_5/KUR1_AGNOMEN_Iteration-1000_Obj-2_Var-5.b1d81e1e-6f15-4d76-9faf-592af2581d2e,/home/582/ow6835/MOOP/Result/Images/KUR1/AGNOMEN_KUR1Var-5/KUR1_AGNOMEN_Iteration-1000_Obj-2_Var-5_Pop_size40
463,KUR1,AGNOMEN,1000,100000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],26.76022481918335,[-2.88661533e+01  1.98583753e-03],100,100,/home/582/ow6835/MOOP/Result/KUR1/AGNOMEN_KUR1_5/KUR1_AGNOMEN_Iteration-1000_Obj-2_Var-5.d193ba90-d6b2-44bb-b32d-e49fea8b5b62,/home/582/ow6835/MOOP/Result/Images/KUR1/AGNOMEN_KUR1Var-5/KUR1_AGNOMEN_Iteration-1000_Obj-2_Var-5_Pop_size100
464,KUR1,NSGA3,1000,200000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],23.07000851631165,[-29.12579537   0.50354995],212,200,/home/582/ow6835/MOOP/Result/KUR1/NSGA3_KUR1_5/KUR1_NSGA3_Iteration-1000_Obj-2_Var-5.cf4d98c6-7aed-4177-9072-d70b010198b4,/home/582/ow6835/MOOP/Result/Images/KUR1/NSGA3_KUR1Var-5/KUR1_NSGA3_Iteration-1000_Obj-2_Var-5_Pop_size200
465,KUR1,RNSGA2,100,10000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],1.7057406902313232,[-28.90688919 -14.86500148],100,100,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_5/KUR1_RNSGA2_Iteration-100_Obj-2_Var-5.40ccc02c-c145-443c-b980-be5a53f69e87,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-5/KUR1_RNSGA2_Iteration-100_Obj-2_Var-5_Pop_size100
466,KUR1,RNSGA2,100,4000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],1.0299115180969238,[-28.85433792 -15.4479491 ],40,40,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_5/KUR1_RNSGA2_Iteration-100_Obj-2_Var-5.fba5350f-4832-474c-9bb3-b41c9e5ab036,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-5/KUR1_RNSGA2_Iteration-100_Obj-2_Var-5_Pop_size40
467,KUR1,RNSGA2,200,8000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],1.5778932571411133,[-28.87718747 -17.80589688],40,40,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_5/KUR1_RNSGA2_Iteration-200_Obj-2_Var-5.d5ddd12a-ff6b-4816-a8f7-0172c358d90d,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-5/KUR1_RNSGA2_Iteration-200_Obj-2_Var-5_Pop_size40
468,KUR1,RNSGA2,100,20000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],3.616628170013428,[-28.88947773   0.18108298],200,200,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_5/KUR1_RNSGA2_Iteration-100_Obj-2_Var-5.ccc4e088-cc39-49df-ab92-f4f5a7e6d840,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-5/KUR1_RNSGA2_Iteration-100_Obj-2_Var-5_Pop_size200
469,KUR1,RNSGA2,200,20000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],3.724410533905029,[-28.8813217 -12.2501591],100,100,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_5/KUR1_RNSGA2_Iteration-200_Obj-2_Var-5.3d3dcf70-4fc5-49fe-b7d5-790e951341bf,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-5/KUR1_RNSGA2_Iteration-200_Obj-2_Var-5_Pop_size100
470,KUR1,RNSGA2,500,20000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],4.213120222091675,[-28.87097251 -15.17668252],40,40,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_5/KUR1_RNSGA2_Iteration-500_Obj-2_Var-5.efc17883-6440-407f-ab1f-05c4ff4f3544,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-5/KUR1_RNSGA2_Iteration-500_Obj-2_Var-5_Pop_size40
471,KUR1,RNSGA2,200,40000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],7.996958255767822,[-28.87246985   0.5216812 ],200,200,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_5/KUR1_RNSGA2_Iteration-200_Obj-2_Var-5.2903f111-2e66-43d7-89a3-a0f64b05efab,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-5/KUR1_RNSGA2_Iteration-200_Obj-2_Var-5_Pop_size200
472,KUR1,RNSGA2,1000,40000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],8.063073873519897,[-28.87093077 -17.38822515],40,40,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_5/KUR1_RNSGA2_Iteration-1000_Obj-2_Var-5.943a82ea-60c8-49cc-b1b7-9b5946366fe7,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-5/KUR1_RNSGA2_Iteration-1000_Obj-2_Var-5_Pop_size40
473,KUR1,RNSGA2,500,50000,2,5,[-5.05 -5.05 -5.05 -5.05 -5.05],[5. 5. 5. 5. 5.],8.854281425476074,[-28.87100948 -12.22952681],100,100,/home/582/ow6835/MOOP/Result/KUR1/RNSGA2_KUR1_5/KUR1_RNSGA2_Iteration-500_Obj-2_Var-5.2d90547a-2985-4b5f-a6a0-7045043213fc,/home/582/ow6835/MOOP/Result/Images/KUR1/RNSGA2_KUR1Var-5/KUR1_RNSGA2_Iteration-500_Obj-2_Var-5_Pop_size100
